temp,dew,humidity,precip,precipprob,precipcover,windspeed,winddir,sealevelpressure,cloudcover,visibility,moonphase,month,day,month_sin,month_cos,day_sin,day_cos,sunup_hours,conditions_clear,conditions_overcast,conditions_partiallycloudy,conditions_rain,conditions_snow
-1.4,-8.5,57.3,0.0,0,0.0,26.9,62.3,1019.1,99.9,10.7,0.44,3,25,0.8660254037844386,0.5000000000000001,-0.9884683243281114,0.15142777750457667,12.0,0,1,0,0,0
-1.5,-3.3,87.4,8.229,100,16.67,32.0,51.4,1008.3,99.4,6.0,0.47,3,26,0.8660254037844386,0.5000000000000001,-0.9377521321470804,0.3473052528448203,12.0,0,1,0,1,1
0.3,-3.3,87.7,3.355,100,20.83,26.9,63.6,1013.0,90.8,6.5,0.5,3,27,0.8660254037844386,0.5000000000000001,-0.848644257494751,0.5289640103269624,13.0,0,1,0,1,1
1.6,-3.0,79.3,0.08,100,4.17,14.8,77.6,1020.7,94.6,10.5,0.54,3,28,0.8660254037844386,0.5000000000000001,-0.7247927872291201,0.6889669190756865,13.0,0,1,0,1,1
6.8,-0.4,86.9,0.0,0,0.0,18.1,58.7,1021.0,99.5,7.9,0.57,3,29,0.8660254037844386,0.5000000000000001,-0.5712682150947924,0.8207634412072763,13.0,0,1,0,0,0
12.0,5.1,89.9,0.24,100,4.17,10.9,320.8,1011.4,66.7,6.0,0.61,3,30,0.8660254037844386,0.5000000000000001,-0.3943558551133187,0.9189578116202306,13.0,0,0,1,1,0
14.0,8.9,83.0,0.0,0,0.0,12.7,48.5,1003.7,68.0,6.6,0.64,3,31,0.8660254037844386,0.5000000000000001,-0.20129852008866028,0.9795299412524945,13.0,0,0,1,0,0
11.7,6.7,65.9,0.0,0,0.0,25.1,255.5,1005.7,30.2,9.4,0.68,4,1,1.0,6.123233995736766e-17,0.0,1.0,13.0,0,0,1,0,0
9.8,6.5,73.4,0.719,100,4.17,28.1,72.1,1009.5,45.3,10.1,0.71,4,2,1.0,6.123233995736766e-17,0.20129852008866006,0.9795299412524945,13.0,0,0,1,1,0
9.0,9.2,95.8,9.987,100,45.83,29.8,57.0,1004.5,92.5,5.3,0.75,4,3,1.0,6.123233995736766e-17,0.39435585511331855,0.9189578116202306,13.0,0,1,0,1,0
9.4,8.4,96.0,2.877,100,20.83,19.5,204.3,1005.4,84.2,6.0,0.78,4,4,1.0,6.123233995736766e-17,0.5712682150947923,0.8207634412072763,13.0,0,0,1,1,0
12.5,6.6,83.9,0.0,0,0.0,12.8,333.0,1009.5,45.2,8.3,0.82,4,5,1.0,6.123233995736766e-17,0.7247927872291199,0.6889669190756866,13.0,0,0,1,0,0
7.3,7.7,76.3,0.0,0,0.0,28.6,246.8,1007.0,26.1,9.4,0.86,4,6,1.0,6.123233995736766e-17,0.8486442574947509,0.5289640103269625,13.0,0,0,1,0,0
5.5,4.5,82.2,1.118,100,12.5,26.8,57.2,1012.2,92.5,9.5,0.89,4,7,1.0,6.123233995736766e-17,0.9377521321470804,0.3473052528448203,13.0,0,1,0,1,0
6.4,0.9,72.9,1.598,100,8.33,29.9,57.9,1011.9,94.5,10.0,0.93,4,8,1.0,6.123233995736766e-17,0.9884683243281114,0.1514277775045767,13.0,0,1,0,1,0
9.6,1.5,71.1,0.0,0,0.0,7.4,110.1,1014.8,92.0,10.7,0.96,4,9,1.0,6.123233995736766e-17,0.9987165071710528,-0.05064916883871264,13.0,0,1,0,0,0
12.5,5.1,75.5,0.0,0,0.0,14.4,243.0,1012.6,49.3,9.6,0.0,4,10,1.0,6.123233995736766e-17,0.9680771188662043,-0.2506525322587204,13.0,0,0,1,0,0
12.1,8.0,77.1,2.397,100,8.33,16.4,239.7,1013.4,66.7,9.8,0.03,4,11,1.0,6.123233995736766e-17,0.8978045395707416,-0.4403941515576344,13.0,0,0,1,1,0
15.4,8.2,80.3,0.0,0,0.0,13.0,58.6,1016.0,64.7,7.6,0.06,4,12,1.0,6.123233995736766e-17,0.7907757369376985,-0.6121059825476628,13.0,0,0,1,0,0
14.3,8.9,70.4,0.0,0,0.0,22.9,280.4,1014.8,34.8,9.1,0.1,4,13,1.0,6.123233995736766e-17,0.6513724827222223,-0.758758122692791,13.0,0,0,1,0,0
12.2,6.9,63.4,1.598,100,4.17,18.5,39.3,1021.5,64.0,10.2,0.13,4,14,1.0,6.123233995736766e-17,0.48530196253108104,-0.8743466161445821,13.0,0,0,1,1,0
13.3,5.8,66.8,0.0,0,0.0,30.3,40.2,1023.9,66.0,10.3,0.16,4,15,1.0,6.123233995736766e-17,0.299363122973358,-0.9541392564000488,13.0,0,0,1,0,0
12.9,3.1,53.1,0.32,100,4.17,32.6,29.4,1023.0,63.4,10.3,0.19,4,16,1.0,6.123233995736766e-17,0.10116832198743228,-0.9948693233918952,14.0,0,0,1,1,0
11.6,0.0,44.4,0.0,0,0.0,18.7,34.7,1023.6,5.5,10.0,0.23,4,17,1.0,6.123233995736766e-17,-0.10116832198743203,-0.9948693233918952,14.0,1,0,0,0,0
12.5,1.4,55.0,0.0,0,0.0,24.6,41.4,1022.1,48.6,10.1,0.25,4,18,1.0,6.123233995736766e-17,-0.2993631229733578,-0.9541392564000489,14.0,0,0,1,0,0
13.7,4.7,59.6,0.0,0,0.0,21.1,67.9,1019.2,55.9,10.3,0.29,4,19,1.0,6.123233995736766e-17,-0.4853019625310809,-0.8743466161445822,14.0,0,0,1,0,0
15.1,4.9,60.6,0.0,0,0.0,19.2,39.7,1017.6,47.5,10.0,0.32,4,20,1.0,6.123233995736766e-17,-0.651372482722222,-0.7587581226927911,14.0,0,0,1,0,0
13.8,6.6,57.3,0.0,0,0.0,20.6,58.4,1016.5,70.2,10.1,0.36,4,21,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476628,14.0,0,0,1,0,0
14.3,5.5,60.8,0.32,100,4.17,16.0,72.6,1018.8,47.2,9.9,0.39,4,22,1.0,6.123233995736766e-17,-0.8978045395707417,-0.4403941515576342,14.0,0,0,1,1,0
18.3,6.0,60.3,0.0,0,0.0,11.4,222.2,1021.5,28.0,10.0,0.42,4,23,1.0,6.123233995736766e-17,-0.9680771188662043,-0.2506525322587204,14.0,0,0,1,0,0
19.2,9.5,60.3,0.0,0,0.0,13.4,237.4,1024.1,7.7,9.4,0.45,4,24,1.0,6.123233995736766e-17,-0.9987165071710528,-0.05064916883871266,14.0,1,0,0,0,0
18.7,8.2,53.4,0.0,0,0.0,15.5,250.9,1023.0,11.4,10.0,0.5,4,25,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,14.0,1,0,0,0,0
20.1,9.0,59.0,0.0,0,0.0,11.4,84.2,1018.4,0.0,10.0,0.52,4,26,1.0,6.123233995736766e-17,-0.9377521321470804,0.3473052528448203,14.0,1,0,0,0,0
21.2,10.4,59.6,0.0,0,0.0,13.9,179.2,1012.0,2.5,10.0,0.55,4,27,1.0,6.123233995736766e-17,-0.848644257494751,0.5289640103269624,14.0,1,0,0,0,0
20.9,10.2,55.5,0.0,0,0.0,26.5,256.7,1011.3,31.8,10.0,0.59,4,28,1.0,6.123233995736766e-17,-0.7247927872291201,0.6889669190756865,14.0,0,0,1,0,0
21.9,11.2,56.7,0.0,0,0.0,17.4,79.3,1019.9,10.8,10.0,0.62,4,29,1.0,6.123233995736766e-17,-0.5712682150947924,0.8207634412072763,14.0,1,0,0,0,0
21.3,11.8,57.5,0.0,0,0.0,10.9,106.4,1021.6,8.1,10.0,0.66,4,30,1.0,6.123233995736766e-17,-0.3943558551133187,0.9189578116202306,14.0,1,0,0,0,0
20.9,10.7,55.2,0.0,0,0.0,9.5,89.1,1019.8,1.7,10.0,0.7,5,1,0.8660254037844388,-0.4999999999999998,0.0,1.0,14.0,1,0,0,0,0
20.6,13.2,63.3,0.0,0,0.0,19.5,73.1,1018.5,11.5,10.0,0.75,5,2,0.8660254037844388,-0.4999999999999998,0.20129852008866006,0.9795299412524945,14.0,1,0,0,0,0
19.7,11.2,58.6,0.0,0,0.0,15.3,86.7,1014.6,8.3,10.0,0.77,5,3,0.8660254037844388,-0.4999999999999998,0.39435585511331855,0.9189578116202306,14.0,1,0,0,0,0
20.8,12.8,66.6,0.0,0,0.0,15.8,320.3,1012.8,59.2,10.0,0.8,5,4,0.8660254037844388,-0.4999999999999998,0.5712682150947923,0.8207634412072763,14.0,0,0,1,0,0
20.4,14.3,68.2,0.0,0,0.0,21.1,69.1,1017.9,41.2,10.0,0.84,5,5,0.8660254037844388,-0.4999999999999998,0.7247927872291199,0.6889669190756866,14.0,0,0,1,0,0
20.3,12.1,60.3,0.0,0,0.0,19.3,77.2,1022.2,21.3,10.0,0.87,5,6,0.8660254037844388,-0.4999999999999998,0.8486442574947509,0.5289640103269625,14.0,0,0,1,0,0
18.9,11.4,60.4,0.0,0,0.0,20.4,90.1,1020.2,30.8,10.0,0.91,5,7,0.8660254037844388,-0.4999999999999998,0.9377521321470804,0.3473052528448203,14.0,0,0,1,0,0
18.2,8.2,53.4,0.0,0,0.0,24.5,76.8,1018.6,30.8,10.0,0.94,5,8,0.8660254037844388,-0.4999999999999998,0.9884683243281114,0.1514277775045767,15.0,0,0,1,0,0
18.3,7.6,52.6,0.0,0,0.0,20.4,61.9,1018.4,58.3,10.0,0.98,5,9,0.8660254037844388,-0.4999999999999998,0.9987165071710528,-0.05064916883871264,15.0,0,0,1,0,0
18.6,7.8,54.4,0.0,0,0.0,16.3,64.2,1016.1,0.8,10.0,0.0,5,10,0.8660254037844388,-0.4999999999999998,0.9680771188662043,-0.2506525322587204,15.0,1,0,0,0,0
18.2,6.6,50.6,0.0,0,0.0,15.6,51.1,1011.0,0.0,10.0,0.04,5,11,0.8660254037844388,-0.4999999999999998,0.8978045395707416,-0.4403941515576344,15.0,1,0,0,0,0
17.2,6.4,52.4,0.0,0,0.0,12.6,39.3,1005.3,20.3,10.0,0.08,5,12,0.8660254037844388,-0.4999999999999998,0.7907757369376985,-0.6121059825476628,15.0,0,0,1,0,0
16.7,10.8,69.0,11.823,100,16.67,15.7,356.2,1004.5,55.7,9.9,0.11,5,13,0.8660254037844388,-0.4999999999999998,0.6513724827222223,-0.758758122692791,15.0,0,0,1,1,0
16.0,14.1,85.9,3.355,100,8.33,15.7,260.1,1008.2,79.2,9.8,0.14,5,14,0.8660254037844388,-0.4999999999999998,0.48530196253108104,-0.8743466161445821,15.0,0,0,1,1,0
17.1,8.7,66.2,0.0,0,0.0,19.0,248.8,1009.0,26.3,9.7,0.18,5,15,0.8660254037844388,-0.4999999999999998,0.299363122973358,-0.9541392564000488,15.0,0,0,1,0,0
18.7,9.7,65.7,0.0,0,0.0,7.4,43.4,1010.1,41.2,10.0,0.21,5,16,0.8660254037844388,-0.4999999999999998,0.10116832198743228,-0.9948693233918952,15.0,0,0,1,0,0
21.2,14.6,78.7,0.0,0,0.0,18.9,53.5,1009.8,78.8,8.8,0.24,5,17,0.8660254037844388,-0.4999999999999998,-0.10116832198743203,-0.9948693233918952,15.0,0,0,1,0,0
21.4,14.1,67.8,0.0,0,0.0,15.2,281.9,1012.7,37.1,10.0,0.25,5,18,0.8660254037844388,-0.4999999999999998,-0.2993631229733578,-0.9541392564000489,15.0,0,0,1,0,0
23.2,12.9,62.4,0.0,0,0.0,10.4,99.6,1013.9,12.8,10.0,0.31,5,19,0.8660254037844388,-0.4999999999999998,-0.4853019625310809,-0.8743466161445822,15.0,1,0,0,0,0
21.3,14.3,62.0,0.0,0,0.0,12.0,138.7,1011.7,13.6,10.0,0.34,5,20,0.8660254037844388,-0.4999999999999998,-0.651372482722222,-0.7587581226927911,15.0,1,0,0,0,0
19.9,14.1,67.9,0.639,100,8.33,20.1,265.2,1013.5,28.5,10.0,0.37,5,21,0.8660254037844388,-0.4999999999999998,-0.7907757369376986,-0.6121059825476628,15.0,0,0,1,1,0
18.5,12.7,65.2,0.0,0,0.0,17.9,280.1,1008.4,53.1,10.0,0.41,5,22,0.8660254037844388,-0.4999999999999998,-0.8978045395707417,-0.4403941515576342,15.0,0,0,1,0,0
16.9,16.3,87.8,16.935,100,20.83,20.9,27.4,999.6,63.8,9.9,0.44,5,23,0.8660254037844388,-0.4999999999999998,-0.9680771188662043,-0.2506525322587204,15.0,0,0,1,1,0
18.3,12.5,77.3,0.52,100,8.33,25.1,237.3,1002.8,56.0,10.0,0.47,5,24,0.8660254037844388,-0.4999999999999998,-0.9987165071710528,-0.05064916883871266,15.0,0,0,1,1,0
16.2,11.0,64.8,0.16,100,4.17,18.5,241.0,1008.6,27.9,10.0,0.5,5,25,0.8660254037844388,-0.4999999999999998,-0.9884683243281114,0.15142777750457667,15.0,0,0,1,1,0
15.0,11.7,77.8,4.793,100,16.67,23.1,252.4,1008.3,42.5,9.5,0.54,5,26,0.8660254037844388,-0.4999999999999998,-0.9377521321470804,0.3473052528448203,15.0,0,0,1,1,0
16.4,7.3,63.8,0.0,0,0.0,23.6,246.8,1010.8,49.9,10.0,0.58,5,27,0.8660254037844388,-0.4999999999999998,-0.848644257494751,0.5289640103269624,15.0,0,0,1,0,0
19.5,8.6,64.7,0.0,0,0.0,17.8,238.4,1012.3,32.5,10.0,0.61,5,28,0.8660254037844388,-0.4999999999999998,-0.7247927872291201,0.6889669190756865,15.0,0,0,1,0,0
18.8,12.7,67.3,0.0,0,0.0,14.0,79.2,1008.3,69.4,10.0,0.64,5,29,0.8660254037844388,-0.4999999999999998,-0.5712682150947924,0.8207634412072763,15.0,0,0,1,0,0
15.0,16.0,84.1,12.142,100,12.5,20.7,59.8,1003.8,78.4,9.9,0.68,5,30,0.8660254037844388,-0.4999999999999998,-0.3943558551133187,0.9189578116202306,15.0,0,0,1,1,0
16.9,12.7,87.2,2.877,100,29.17,18.1,235.8,1003.3,71.5,9.9,0.75,5,31,0.8660254037844388,-0.4999999999999998,-0.20129852008866028,0.9795299412524945,15.0,0,0,1,1,0
15.8,9.3,64.9,0.0,0,0.0,19.1,238.8,1006.6,35.6,10.0,0.75,6,1,0.5000000000000003,-0.8660254037844385,0.0,1.0,15.0,0,0,1,0,0
16.6,12.2,79.9,6.591,100,12.5,14.4,359.9,1006.4,70.4,9.8,0.78,6,2,0.5000000000000003,-0.8660254037844385,0.20129852008866006,0.9795299412524945,15.0,0,0,1,1,0
17.1,12.6,79.8,1.758,100,8.33,14.0,254.5,1008.4,44.2,10.0,0.82,6,3,0.5000000000000003,-0.8660254037844385,0.39435585511331855,0.9189578116202306,15.0,0,0,1,1,0
17.1,12.6,77.2,0.799,100,4.17,16.0,240.5,1009.9,34.6,9.9,0.85,6,4,0.5000000000000003,-0.8660254037844385,0.5712682150947923,0.8207634412072763,15.0,0,0,1,1,0
18.6,12.0,74.6,0.0,0,0.0,15.2,237.7,1012.7,31.2,9.8,0.89,6,5,0.5000000000000003,-0.8660254037844385,0.7247927872291199,0.6889669190756866,15.0,0,0,1,0,0
19.0,13.0,72.7,0.0,0,0.0,11.6,269.3,1014.6,44.5,10.0,0.92,6,6,0.5000000000000003,-0.8660254037844385,0.8486442574947509,0.5289640103269625,15.0,0,0,1,0,0
18.2,13.6,73.2,0.0,0,0.0,11.5,251.4,1013.0,25.8,10.0,0.96,6,7,0.5000000000000003,-0.8660254037844385,0.9377521321470804,0.3473052528448203,15.0,0,0,1,0,0
20.0,15.5,85.0,0.48,100,12.5,14.1,36.1,1012.6,64.6,9.9,0.0,6,8,0.5000000000000003,-0.8660254037844385,0.9884683243281114,0.1514277775045767,15.0,0,0,1,1,0
22.2,15.1,76.3,0.0,0,0.0,6.8,56.2,1013.5,57.7,9.8,0.02,6,9,0.5000000000000003,-0.8660254037844385,0.9987165071710528,-0.05064916883871264,15.0,0,0,1,0,0
22.4,15.5,69.7,0.0,0,0.0,10.4,172.1,1011.5,28.0,10.0,0.06,6,10,0.5000000000000003,-0.8660254037844385,0.9680771188662043,-0.2506525322587204,15.0,0,0,1,0,0
19.1,15.1,65.0,0.16,100,4.17,21.3,339.5,1008.9,61.1,10.0,0.09,6,11,0.5000000000000003,-0.8660254037844385,0.8978045395707416,-0.4403941515576344,15.0,0,0,1,1,0
21.1,16.7,86.5,10.544,100,25.0,12.3,292.9,1009.8,74.0,9.9,0.13,6,12,0.5000000000000003,-0.8660254037844385,0.7907757369376985,-0.6121059825476628,15.0,0,0,1,1,0
21.3,15.0,71.3,0.0,0,0.0,24.8,43.9,1012.5,46.1,9.7,0.16,6,13,0.5000000000000003,-0.8660254037844385,0.6513724827222223,-0.758758122692791,16.0,0,0,1,0,0
21.4,15.8,72.3,0.0,0,0.0,9.4,321.4,1014.2,64.9,10.0,0.19,6,14,0.5000000000000003,-0.8660254037844385,0.48530196253108104,-0.8743466161445821,16.0,0,0,1,0,0
24.8,16.7,76.8,0.16,100,4.17,11.0,267.3,1012.7,47.5,9.7,0.23,6,15,0.5000000000000003,-0.8660254037844385,0.299363122973358,-0.9541392564000488,16.0,0,0,1,1,0
26.2,16.7,64.9,0.0,0,0.0,15.5,292.9,1013.3,25.4,10.0,0.25,6,16,0.5000000000000003,-0.8660254037844385,0.10116832198743228,-0.9948693233918952,16.0,0,0,1,0,0
26.5,17.1,60.8,0.0,0,0.0,8.3,295.2,1015.7,24.5,10.0,0.29,6,17,0.5000000000000003,-0.8660254037844385,-0.10116832198743203,-0.9948693233918952,16.0,0,0,1,0,0
25.9,17.3,60.4,0.0,0,0.0,9.0,45.8,1017.1,19.6,10.0,0.33,6,18,0.5000000000000003,-0.8660254037844385,-0.2993631229733578,-0.9541392564000489,16.0,1,0,0,0,0
25.3,18.3,66.2,0.0,0,0.0,21.3,54.4,1016.0,35.9,10.0,0.36,6,19,0.5000000000000003,-0.8660254037844385,-0.4853019625310809,-0.8743466161445822,16.0,0,0,1,0,0
24.2,16.0,58.5,0.0,0,0.0,17.0,54.6,1018.6,43.4,10.0,0.4,6,20,0.5000000000000003,-0.8660254037844385,-0.651372482722222,-0.7587581226927911,16.0,0,0,1,0,0
26.4,12.8,52.7,0.0,0,0.0,10.5,109.9,1017.4,0.0,10.0,0.43,6,21,0.5000000000000003,-0.8660254037844385,-0.7907757369376986,-0.6121059825476628,16.0,1,0,0,0,0
27.0,16.4,57.7,0.0,0,0.0,9.6,249.2,1013.5,5.0,10.0,0.46,6,22,0.5000000000000003,-0.8660254037844385,-0.8978045395707417,-0.4403941515576342,16.0,1,0,0,0,0
25.8,17.2,57.0,0.0,0,0.0,18.7,316.7,1011.0,51.1,10.0,0.5,6,23,0.5000000000000003,-0.8660254037844385,-0.9680771188662043,-0.2506525322587204,16.0,0,0,1,0,0
25.9,17.4,61.3,0.0,0,0.0,13.7,281.8,1009.2,60.0,10.0,0.53,6,24,0.5000000000000003,-0.8660254037844385,-0.9987165071710528,-0.05064916883871266,16.0,0,0,1,0,0
20.6,17.7,64.1,0.0,0,0.0,18.2,74.1,1009.4,25.1,10.0,0.56,6,25,0.5000000000000003,-0.8660254037844385,-0.9884683243281114,0.15142777750457667,16.0,0,0,1,0,0
19.9,16.5,78.3,1.438,100,8.33,18.9,257.3,1015.1,77.9,10.0,0.6,6,26,0.5000000000000003,-0.8660254037844385,-0.9377521321470804,0.3473052528448203,16.0,0,0,1,1,0
21.0,16.1,79.7,0.0,0,0.0,15.5,256.7,1017.5,81.2,10.0,0.63,6,27,0.5000000000000003,-0.8660254037844385,-0.848644257494751,0.5289640103269624,16.0,0,0,1,0,0
22.3,14.2,68.3,0.0,0,0.0,14.9,249.2,1015.1,27.2,10.0,0.67,6,28,0.5000000000000003,-0.8660254037844385,-0.7247927872291201,0.6889669190756865,16.0,0,0,1,0,0
17.2,13.3,61.2,0.0,0,0.0,14.5,238.5,1011.8,26.3,10.0,0.7,6,29,0.5000000000000003,-0.8660254037844385,-0.5712682150947924,0.8207634412072763,16.0,0,0,1,0,0
20.3,16.2,94.2,53.841,100,62.5,14.7,282.6,1007.8,92.8,8.0,0.75,6,30,0.5000000000000003,-0.8660254037844385,-0.3943558551133187,0.9189578116202306,15.0,0,1,0,1,0
19.8,13.8,70.3,5.591,100,29.17,15.6,307.4,1010.9,79.1,9.8,0.77,7,1,1.2246467991473532e-16,-1.0,0.0,1.0,15.0,0,0,1,1,0
21.7,12.5,65.9,0.0,0,0.0,12.2,185.0,1017.0,40.3,10.0,0.8,7,2,1.2246467991473532e-16,-1.0,0.20129852008866006,0.9795299412524945,15.0,0,0,1,0,0
21.8,12.5,59.1,0.0,0,0.0,11.3,35.4,1016.1,38.3,10.0,0.83,7,3,1.2246467991473532e-16,-1.0,0.39435585511331855,0.9189578116202306,15.0,0,0,1,0,0
22.1,14.2,65.0,0.0,0,0.0,12.4,18.1,1015.4,31.5,10.0,0.87,7,4,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763,15.0,0,0,1,0,0
22.4,16.9,73.2,3.035,100,12.5,12.8,27.8,1016.7,64.9,9.9,0.9,7,5,1.2246467991473532e-16,-1.0,0.7247927872291199,0.6889669190756866,15.0,0,0,1,1,0
22.7,15.9,68.4,2.556,100,8.33,20.6,5.1,1017.8,34.1,10.0,0.93,7,6,1.2246467991473532e-16,-1.0,0.8486442574947509,0.5289640103269625,15.0,0,0,1,1,0
23.3,17.0,72.6,0.16,100,4.17,17.5,351.1,1019.6,45.8,9.9,0.97,7,7,1.2246467991473532e-16,-1.0,0.9377521321470804,0.3473052528448203,15.0,0,0,1,1,0
23.7,17.2,70.0,0.0,0,0.0,17.2,25.7,1020.9,41.1,10.0,0.0,7,8,1.2246467991473532e-16,-1.0,0.9884683243281114,0.1514277775045767,15.0,0,0,1,0,0
23.0,15.0,60.5,0.0,0,0.0,13.7,47.4,1020.1,45.0,10.0,0.04,7,9,1.2246467991473532e-16,-1.0,0.9987165071710528,-0.05064916883871264,15.0,0,0,1,0,0
23.1,14.0,60.3,0.0,0,0.0,9.5,27.5,1014.0,28.3,10.0,0.07,7,10,1.2246467991473532e-16,-1.0,0.9680771188662043,-0.2506525322587204,15.0,0,0,1,0,0
23.1,14.6,63.4,0.0,0,0.0,8.3,331.2,1010.4,27.3,10.0,0.11,7,11,1.2246467991473532e-16,-1.0,0.8978045395707416,-0.4403941515576344,15.0,0,0,1,0,0
22.0,16.1,67.8,0.0,0,0.0,15.9,270.0,1011.8,26.4,9.9,0.14,7,12,1.2246467991473532e-16,-1.0,0.7907757369376985,-0.6121059825476628,15.0,0,0,1,0,0
22.5,16.7,73.3,0.0,0,0.0,13.2,76.6,1014.1,44.7,9.9,0.18,7,13,1.2246467991473532e-16,-1.0,0.6513724827222223,-0.758758122692791,15.0,0,0,1,0,0
21.3,13.3,59.6,0.0,0,0.0,13.7,306.6,1013.4,22.7,10.0,0.21,7,14,1.2246467991473532e-16,-1.0,0.48530196253108104,-0.8743466161445821,15.0,0,0,1,0,0
20.0,12.8,60.5,0.0,0,0.0,13.4,315.1,1014.2,54.6,10.0,0.24,7,15,1.2246467991473532e-16,-1.0,0.299363122973358,-0.9541392564000488,15.0,0,0,1,0,0
21.6,14.5,72.5,0.479,100,4.17,18.6,23.8,1016.5,65.8,10.0,0.25,7,16,1.2246467991473532e-16,-1.0,0.10116832198743228,-0.9948693233918952,15.0,0,0,1,1,0
22.1,14.4,67.0,0.0,0,0.0,10.5,352.6,1019.6,63.2,10.0,0.31,7,17,1.2246467991473532e-16,-1.0,-0.10116832198743203,-0.9948693233918952,15.0,0,0,1,0,0
23.3,13.8,62.7,0.0,0,0.0,9.7,48.1,1019.6,28.4,10.0,0.35,7,18,1.2246467991473532e-16,-1.0,-0.2993631229733578,-0.9541392564000489,15.0,0,0,1,0,0
24.7,14.4,61.4,0.0,0,0.0,6.5,327.9,1017.5,32.6,10.0,0.38,7,19,1.2246467991473532e-16,-1.0,-0.4853019625310809,-0.8743466161445822,15.0,0,0,1,0,0
21.4,15.1,60.4,0.0,0,0.0,20.9,280.0,1012.3,25.9,10.0,0.42,7,20,1.2246467991473532e-16,-1.0,-0.651372482722222,-0.7587581226927911,15.0,0,0,1,0,0
21.9,10.2,49.5,0.0,0,0.0,24.7,62.9,1015.8,79.6,10.0,0.45,7,21,1.2246467991473532e-16,-1.0,-0.7907757369376986,-0.6121059825476628,15.0,0,0,1,0,0
24.1,11.8,57.0,0.0,0,0.0,11.7,270.0,1015.5,23.7,10.0,0.5,7,22,1.2246467991473532e-16,-1.0,-0.8978045395707417,-0.4403941515576342,15.0,0,0,1,0,0
24.1,12.0,51.4,0.0,0,0.0,16.3,251.4,1011.5,19.8,10.0,0.52,7,23,1.2246467991473532e-16,-1.0,-0.9680771188662043,-0.2506525322587204,15.0,1,0,0,0,0
25.0,11.8,51.3,0.0,0,0.0,15.5,256.7,1012.2,21.3,10.0,0.55,7,24,1.2246467991473532e-16,-1.0,-0.9987165071710528,-0.05064916883871266,15.0,0,0,1,0,0
24.1,11.7,47.2,0.0,0,0.0,9.0,4.2,1012.5,15.0,10.0,0.59,7,25,1.2246467991473532e-16,-1.0,-0.9884683243281114,0.15142777750457667,15.0,1,0,0,0,0
23.3,14.9,59.5,0.959,100,8.33,18.5,65.6,1013.6,42.7,10.0,0.62,7,26,1.2246467991473532e-16,-1.0,-0.9377521321470804,0.3473052528448203,15.0,0,0,1,1,0
25.9,15.9,68.0,0.0,0,0.0,15.9,91.4,1014.0,21.9,10.0,0.65,7,27,1.2246467991473532e-16,-1.0,-0.848644257494751,0.5289640103269624,15.0,0,0,1,0,0
28.3,15.4,58.2,0.0,0,0.0,10.6,237.0,1016.0,4.8,10.0,0.69,7,28,1.2246467991473532e-16,-1.0,-0.7247927872291201,0.6889669190756865,15.0,1,0,0,0,0
27.0,15.8,50.6,0.0,0,0.0,14.0,298.4,1014.7,16.5,10.0,0.75,7,29,1.2246467991473532e-16,-1.0,-0.5712682150947924,0.8207634412072763,15.0,1,0,0,0,0
22.4,18.6,64.0,0.16,100,4.17,13.7,7.3,1010.6,23.2,10.0,0.75,7,30,1.2246467991473532e-16,-1.0,-0.3943558551133187,0.9189578116202306,15.0,0,0,1,1,0
23.6,17.7,75.9,0.0,0,0.0,14.8,110.1,1011.8,59.9,9.9,0.78,7,31,1.2246467991473532e-16,-1.0,-0.20129852008866028,0.9795299412524945,15.0,0,0,1,0,0
24.9,16.8,70.9,3.195,100,4.17,9.1,329.0,1015.1,64.6,9.9,0.82,8,1,-0.4999999999999998,-0.8660254037844388,0.0,1.0,15.0,0,0,1,1,0
25.6,13.6,51.3,0.0,0,0.0,14.1,100.9,1017.2,44.8,10.0,0.85,8,2,-0.4999999999999998,-0.8660254037844388,0.20129852008866006,0.9795299412524945,15.0,0,0,1,0,0
24.8,14.7,55.7,0.0,0,0.0,11.7,249.6,1014.8,8.3,10.0,0.88,8,3,-0.4999999999999998,-0.8660254037844388,0.39435585511331855,0.9189578116202306,15.0,1,0,0,0,0
24.1,14.9,57.4,0.0,0,0.0,16.4,73.6,1017.6,26.3,10.0,0.92,8,4,-0.4999999999999998,-0.8660254037844388,0.5712682150947923,0.8207634412072763,15.0,0,0,1,0,0
25.3,13.5,55.5,0.0,0,0.0,7.3,37.6,1018.7,6.3,10.0,0.95,8,5,-0.4999999999999998,-0.8660254037844388,0.7247927872291199,0.6889669190756866,14.0,1,0,0,0,0
26.4,14.1,53.5,0.0,0,0.0,13.0,48.2,1017.3,20.4,10.0,0.98,8,6,-0.4999999999999998,-0.8660254037844388,0.8486442574947509,0.5289640103269625,14.0,0,0,1,0,0
26.4,13.7,49.2,0.0,0,0.0,11.6,67.6,1016.4,7.5,10.0,0.0,8,7,-0.4999999999999998,-0.8660254037844388,0.9377521321470804,0.3473052528448203,14.0,1,0,0,0,0
27.1,13.8,50.5,0.0,0,0.0,10.5,61.7,1017.5,4.2,10.0,0.05,8,8,-0.4999999999999998,-0.8660254037844388,0.9884683243281114,0.1514277775045767,14.0,1,0,0,0,0
